First Name,Last Name,Phone Number,Email,Year of Birth,Gender,Are you a person with Disability?,County of Residence,Sub County of Residence (Sub Counties in Mombasa),Ward of Residence,Highest level of education completed,Are you employed,Are you running a business,Whats your area of interest?,"If you selected other, please elaborate (If not, respond with N/A)",Mode of Mentorship ( Remote / Physical / Any),Prefered Mentor Gender (Male / Female / Any),What are your strengths,What are your weaknesses,What are your career goals,What skills would you like to be mentored,What are your financial goals,Upload your resume if available,Who referred you? (Your Case Manager/Mentor)
,,,,1998,Male,No,Mombasa,Kisauni,Mjambere,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Changamwe,CHAANI,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Changamwe,Kipevu,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Jomvu,Mikindani ,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1994,Male,No,Mombasa,Changamwe,Port reitz,TVET,No,Yes,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Jomvu,Jomvu kuu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Mvita,Tononoka,Univeristy,No,No,Digital Literacy Skills (technology),NA,,,,,,,,,
,,,,2004,Male,No,Mombasa,Nyali,Mkomani,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2005,Male,No,Mombasa,Likoni,Shikaadabu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Likoni,Shikaadabu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Nyali,Mkomani ,Secondary (High School),Yes,No,Sports,Football ,,,,,,,,,
,,,,2002,Male,No,Mombasa,Nyali,Kadzandani ,Secondary (High School),Yes,No,N/A,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Nyali,Mkomani,Univeristy,No,No,Health,Am interested in the security sector having a passion in security matters.,,,,,,,,,
,,,,1995,Female,No,Mombasa,Jomvu,Mikindani,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Female,Yes,Mombasa,Nyali,Kongowea ,Univeristy,No,No,Information and technology ,N/A,,,,,,,,,
,,,,1995,Male,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Nyali,,Univeristy,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Likoni,Timbwani,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Nyali,Kongowea ,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Changamwe,,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Jomvu,Mikindani ,Secondary (High School),Yes,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Changamwe,Chaani,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Mechanical engineering ,Mechanical engineering ,,,,,,,,,
,,,,2000,Female,No,Mombasa,Nyali,Mkomani,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Nyali,Kongowea,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Kisauni,Magogoni,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Nyali,Kongowea,Univeristy,No,No,Science and technology ,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Nyali,Kongowea,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Nyali,Kongowea,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Kisauni,Bamburi ,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1997,Male,No,Kilifi,Others (Outside Mombasa),Chasimba,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2001,Male,Yes,Kwale,Others (Outside Mombasa),Kinango,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1993,Male,No,Mombasa,Changamwe,Port Reiz,Secondary (High School),No,No,Entrepreneurship,A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Changamwe,Chaani,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Kisauni,Junda,Secondary (High School),Yes,No,Entrepreneurship,Mitumba,,,,,,,,,
,,,,2003,Female,No,Mombasa,Nyali,Freretown,Secondary (High School),No,No,Journalism,Journalism,,,,,,,,,
,,,,2001,Male,No,Mombasa,Kisauni,Mshomoroni ,Univeristy,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Hospitality and Tourism,Yobo junior ,,,,,,,,,
,,,,1993,Male,No,Mombasa,Kisauni,Mjambere,Primary,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Kisauni,Mtopanga,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Changamwe,Magongo ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Likoni,Mtongwe ,Secondary (High School),No,No,Health,Health ,,,,,,,,,
,,,,2005,Female,No,Mombasa,Likoni,Shikaadabu ,Primary,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Likoni,Mtongwe ,College,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Female,No,Kilifi,Others (Outside Mombasa),Magarini,Secondary (High School),No,No,N/A,N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Kisauni,Mtopanga,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Female,No,Kilifi,Others (Outside Mombasa),Magarini,Univeristy,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Kisauni,Mtopanga,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Kisauni,Magogoni,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Kisauni,Junda,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Female,No,Kilifi,Others (Outside Mombasa),Magarini,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1995,Female,No,Mombasa,Jomvu,Mikindani ,College,No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Kisauni,MJAMBERE ,Secondary (High School),No,No,BEAUTY THERAPY ,BEAUTY THERAPY ,,,,,,,,,
,,,,2002,Female,No,Mombasa,Kisauni,MJAMBERE ,Secondary (High School),No,No,BAEUTY THERAPY ,BEAUTY THERAPY ,,,,,,,,,
,,,,2004,Female,No,Mombasa,Likoni,Timbwani,Secondary (High School),No,No,Entrepreneurship,N/a,,,,,,,,,
,,,,2001,Female,No,Mombasa,Kisauni,Mjambere,Primary,No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2005,Female,No,Kilifi,Others (Outside Mombasa),Magarini,Secondary (High School),No,No,Environmental science ,Environmental science ,,,,,,,,,
,,,,2002,Male,No,Mombasa,Jomvu,Miritini ward,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Kisauni,Mxhomoroni ,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Kisauni,Mjambere,Primary,No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Jomvu,JOMVU kuu,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Jomvu,Jomvu kuu,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1988,Female,No,Mombasa,Changamwe,Chaani,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1998,Female,No,Others,Others (Outside Mombasa),Mikuyuni ,Univeristy,No,Yes,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Kisauni,mtopanga,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Kisauni,Shanzu ,Primary,Yes,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1996,Male,No,Mombasa,Kisauni,Shanzu ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Changamwe,Chaani,Primary,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Nyali,Frere town,TVET,Yes,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Likoni,Mtongwe ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Likoni,Mtongwe ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Kisauni,Mtopanga ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Kisauni,Shanzu,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Kisauni,Shanzu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Nyali,Freetown,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Likoni,TIMBWANI,Primary,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Changamwe,Chaani,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Likoni,Likoni,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Changamwe,Kipevu ward,Univeristy,No,Yes,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Changamwe,Airport,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Jomvu,,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Nyali,,Secondary (High School),No,Yes,Entrepreneurship,N\A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Nyali,Maweni,Secondary (High School),No,Yes,Entrepreneurship,N\A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Kisauni,Kengeleni,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Nyali,Mkomani ,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Nyali,Kongowea,Univeristy,No,No,Hospitality and Tourism,Tourism and hospitality,,,,,,,,,
,,,,2000,Female,No,Mombasa,Changamwe,Kipevu,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Changamwe,Migadini ,TVET,No,No,Health,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Changamwe,Airport ward,College,No,No,Entrepreneurship,N,,,,,,,,,
,,,,2000,Female,No,Mombasa,Changamwe,KIPEVU ,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Nyali,Nyali,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2002,Male,No,Kwale,Others (Outside Mombasa),Gombato,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Mvita,Jomvu,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Likoni,Timbwani,Primary,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Kisauni,Mjambere,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Mvita,Chuda,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Mvita,Tudor,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Mvita,majengo,TVET,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Kisauni,Mjambere,Univeristy,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Mvita,Old town ,Univeristy,No,Yes,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2002,Male,No,Kwale,Others (Outside Mombasa),Gombato,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Changamwe,Changamwe ,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Kisauni,Bamburi,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Mvita,Tudor,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Likoni,Timbwani ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1992,Male,No,Mombasa,Nyali,Ziwa La Ng'ombe,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Jomvu,Jonvu kuu,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Jomvu,Jomvu kuu,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Hospitality and Tourism,NA,,,,,,,,,
,,,,2005,Male,No,Mombasa,Jomvu,jomvu kuu,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Nyali,Bombululu ,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Jomvu,Jomvu kuu,College,No,No,Digital Literacy Skills (technology),"N/A
",,,,,,,,,
,,,,2005,Male,No,Mombasa,Jomvu,JOMVU KUU,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Mvita,Ganjoni ,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
